Bucket Owner,Bucket,Time,Time - Offset,Remote IP,Requester ARN/Canonical ID,Request ID,Operation,Key,Request-URI,HTTP status,Error Code,Bytes Sent,Object Size,Total Time,Turn-Around Time,Referrer,User-Agent,Version Id,Host Id,Signature Version,Cipher Suite,Authentication Type,Host Header,TLS version
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:10:50:32,+0000],54.175.118.73,arn:aws:sts::878630915641:assumed-role/S3statLogReaders/S3statLogDownload,30B09AFC33C53E2A,REST.GET.BUCKET,-,GET /?max-keys=1 HTTP/1.1,200,-,429,-,29,28,-,aws-sdk-dotnet-35/2.3.23.0 .NET Runtime/4.0 .NET Framework/4.0 OS/6.2.9200.0 ClientSync,-,h9kloB9dC9uypXr4mmVfmGCG0hipWhRdj7uHJiVbPMqCekIOC+2Ie7pAxPT+IZoQs9MORdjwX8k=,SigV4,ECDHE-RSA-AES128-SHA,AuthHeader,ez-living.s3-eu-west-1.amazonaws.com,TLSv1
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:13:51:37,+0000],167.172.255.43,-,88774F2C20612751,REST.GET.BUCKET,-,GET / HTTP/1.0,403,AccessDenied,243,-,7,-,-,Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com),-,GAdKHFFUVqnwISO0YQta4R+0pXKbqbI2H6+NWWMC3vWIYsw09qeSg+i3cSMgHSdkx1ZU48o8sl4=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:05:48,+0000],39.103.142.195,-,2576446F25DEE933,REST.HEAD.OBJECT,admindede888,HEAD /admindede888 HTTP/1.1,403,AccessDenied,243,-,13,-,-,-,-,52h1E94GIHS9Fzjc3U/aXMDn1AmX2F+PUqNOh7dB5edrtKOxOcA00lAl61OKi8V/2l4q/9DASpM=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:11:59:33,+0000],110.229.216.218,-,06B5F35522AF3D8A,REST.POST.OBJECT,index.php,POST /index.php HTTP/1.1,405,MethodNotAllowed,348,-,8,-,-,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,-,3nmoWG0Zd+w4pDcUSDk10+7ua5jytOAKRUXb1Rmy/79FpOPmbrSY1iwO+F4bapRSD/q51+HdxeE=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:11:51,+0000],118.190.53.55,-,408DE2FAAD236E8E,REST.GET.OBJECT,index.php,GET /index.php?m=admin&c=index&a=login&dosubmit=1 HTTP/1.1,403,AccessDenied,243,-,14,-,-,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,-,Ch1nbfHPaJPZLfxFsa+s7+hFD4ol7pnvjM540dEl4AC2rAznWiPGCXappwv/C3COx4WIqQwML88=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:14:18:07,+0000],39.103.142.195,-,FA7EDCAFAB07CD39,REST.GET.OBJECT,css/album.css,GET /css/album.css HTTP/1.1,403,AccessDenied,243,-,16,-,-,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,-,paHxjYoeA1U1SaenipDgHr0JCS/iv/98HX1Sr/TJgYphV/u0C8LzVjlbaiUr7q8qGo4e47f+5mU=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:11:31:05,+0000],31.13.127.112,-,25BB1BD79480F12F,REST.GET.OBJECT,Marlow/MarlowVelvetNavy.usdz,GET /Marlow/MarlowVelvetNavy.usdz HTTP/1.1,206,-,524288,3074032,63,60,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,VojMW9cMZfsMcEjrUulz/OvkieuchLnrg/DQOKnE5eDr4IflBmtmKfKc0FjtYiQ4YnSsID9RSQk=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:10:50:31,+0000],54.175.118.73,-,2D83BC18B09C24A6,REST.GET.BUCKET,-,GET /?max-keys=1 HTTP/1.1,400,AuthorizationHeaderMalformed,365,-,51,-,-,aws-sdk-dotnet-35/2.3.23.0 .NET Runtime/4.0 .NET Framework/4.0 OS/6.2.9200.0 ClientSync,-,FBCzfLRob0olRldlExQaWHIjF+GNPTMRvghUFBmnOByThKK2NvkxfLLj1CHWQkYi7SONAdER8oI=,SigV4,ECDHE-RSA-AES128-SHA,AuthHeader,ez-living.s3.amazonaws.com,TLSv1
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:43:45,+0000],173.252.83.24,-,0CEF5097D153DB05,REST.GET.OBJECT,Natty/EZLivingInteriors_-_NattySofa.usdz,GET /ez-living/Natty/EZLivingInteriors_-_NattySofa.usdz HTTP/1.1,206,-,524288,13549078,82,79,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,idf97KVZaW/Mp7KfszFMj0lTwj7JrRnXtlu69sLoSnXX6mGzYz/sEE7Kzf3StrhbmDSKQGVciZI=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:10:29:48,+0000],31.13.103.120,-,01AA028E0F5E4E5A,REST.GET.OBJECT,Scott/EZLivingInteriors-Scott3Leather.usdz,GET /ez-living/Scott/EZLivingInteriors-Scott3Leather.usdz HTTP/1.1,206,-,524288,7684059,88,85,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,dv2FHr/hks8FXtsZ74TwFeFrZFdvqLGf+qu5VBD+ukuWY5H0XJiUa/4jyso9/+O+7ujfpWATRes=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:10:29:32,+0000],54.164.181.5,-,65EE75F477581CF6,REST.GET.BUCKET,-,GET /?max-keys=1 HTTP/1.1,301,PermanentRedirect,455,-,1,-,-,aws-sdk-dotnet-35/2.3.23.0 .NET Runtime/4.0 .NET Framework/4.0 OS/6.2.9200.0 ClientSync,-,gIl0zUGLFvkugw4wXYI6WDfLzJcFS56Lmpts5R/ihOTYsJWevL1jqwQZGBj0q8gZXAgullAZ0rw=,-,ECDHE-RSA-AES128-SHA,-,ez-living.s3-us-west-1.amazonaws.com,TLSv1
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:43:45,+0000],173.252.83.4,-,0D462B791A05FA83,REST.GET.OBJECT,Waldorf/EZLivingInteriors-WaldorfChair.usdz,GET /ez-living/Waldorf/EZLivingInteriors-WaldorfChair.usdz HTTP/1.1,206,-,524288,7406346,90,86,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,sXLxC+VtDpgqiC17MODHDHthwUJIrPWWJ8wfjM2KrVU+iD1g+kmn6ByRmtnwNkuc/mgVEFIolOk=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:11:31:05,+0000],31.13.127.19,-,22788E7C4CF4C855,REST.GET.OBJECT,Marlow/MarlowVelvetGreen.usdz,GET /Marlow/MarlowVelvetGreen.usdz HTTP/1.1,206,-,524288,3065265,80,76,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,IZ3U7S3x7+Et/LKW4o2dZD0cWmrDbC7y0kTVmUJejoz/d/BJ5pMXKmi2sVpxD81q/vcK3opI86A=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:50:10,+0000],218.93.105.32,-,3E25D6749AECB757,REST.GET.OBJECT,install/index.php.bak,GET /install/index.php.bak?step=11&insLockfile=x&s_lang=x&install_demo_name=../data/admin/config_update.php HTTP/1.1,403,AccessDenied,243,-,23,-,-,python-requests/2.23.0,-,bo4M60lY3omTmB8AP+E/seSRT2v3HpZ9Nx10nHBzpF9NWo5aWnwIU6RTh2WvjyOGAHd2WPm7f7o=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:21:26:17,+0000],31.13.103.120,-,A427BA7D53C4A3A2,REST.GET.OBJECT,Waldorf/EZLivingInteriors-Waldorf3Seater.usdz,GET /ez-living/Waldorf/EZLivingInteriors-Waldorf3Seater.usdz HTTP/1.1,206,-,524288,7342582,76,72,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,zZHDZc/5Zt3dXBdxjB3vuA9aXCX2it+TRNBM3WY3DwWLMpG59xeiHeo2Zh5jrd7aVeDTZkL+yOw=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:52:38,+0000],140.255.62.156,-,1D90AD3E474695CB,REST.GET.OBJECT,Farrow/EZ...,GET /ez-living/Farrow/EZ... HTTP/1.1,403,AccessDenied,243,-,16,-,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0),-,tI31uZTaRFTzlpcfvrw/i0p5e+reeOIQ/Ma9dDsJ2zHqW71wTh/J/7+YjqBmX4Ngj0CW7BuxMNQ=,-,ECDHE-RSA-AES128-SHA,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:11:31:05,+0000],31.13.127.112,-,68E1C6F88E2C2ED8,REST.GET.OBJECT,Marlow/MarlowVelvetCharcoal.usdz,GET /Marlow/MarlowVelvetCharcoal.usdz HTTP/1.1,206,-,524288,3072372,65,60,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,ZiCU8ZdCm0iwI178r81gMGELZ/iktGnpYVsY2xxrlzKhFapna2887MrruJRLr2TLT+qEcoC196A=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:05:47,+0000],39.103.142.195,-,01066EF3B3D6D1E2,REST.HEAD.OBJECT,admin123/login.php,HEAD /admin123/login.php HTTP/1.1,403,AccessDenied,243,-,12,-,-,-,-,uejrMIFnJRFXIcfRdpU0Du5vfLOUD0EAUg4vrMgQR9d6qT0EoB+dPAHaRm2uLf8r0SxX8pjbvMo=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:10:29:32,+0000],54.164.181.5,-,CEC2D2D93C1E1E26,REST.GET.LOCATION,-,GET /?location HTTP/1.1,400,AuthorizationHeaderMalformed,365,-,2,-,-,aws-sdk-dotnet-35/2.3.23.0 .NET Runtime/4.0 .NET Framework/4.0 OS/6.2.9200.0 ClientSync,-,4EJCYnyZ3KKnBtBAxFKyEnsAjMiSZGpYW//Sa28Z3sYn6nAF8rfCExp482/AcVavuN982UiUt2o=,SigV4,ECDHE-RSA-AES128-SHA,AuthHeader,ez-living.s3.amazonaws.com,TLSv1
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:11:58:19,+0000],31.13.127.6,-,6BA62BA071866042,REST.GET.OBJECT,Juno/EZLivingInteriors_-_JunoRight.usdz,GET /ez-living/Juno/EZLivingInteriors_-_JunoRight.usdz HTTP/1.1,206,-,524288,19286125,73,70,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,+IheYQopKc3qp5QWoYZ7+mCd6zNkfQH5G6tXK0BRhj4np07q2UCdFEgV2n6RF0atUzOBx/ekY0w=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:06:33,+0000],115.234.106.65,-,AB8CF5F81738B8FD,REST.GET.OBJECT,Primrose/EZ...,GET /Primrose/EZ... HTTP/1.1,403,AccessDenied,243,-,11,-,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0),-,/YuyDdsEA7ueBwl7JL7FuWY9v0vbEM6XOVjGUzQozjHs0rSmgBmVYLWHls1+civyLwTFh8kJvM0=,-,ECDHE-RSA-AES128-SHA,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:05:47,+0000],39.103.142.195,-,5DA5DF26EBD0F228,REST.HEAD.OBJECT,admin/login.php,HEAD /admin/login.php HTTP/1.1,403,AccessDenied,243,-,16,-,-,-,-,IFaWK2OJ7TjdjUsAn5L+pM1MYzSlaHfNSd8NRxBZzFVGTUNVIJzNYign0/jSifXANqTogj9650E=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:43:45,+0000],173.252.83.17,-,F24C4F459BE8B1A6,REST.GET.OBJECT,Kendal/EZLivingInteriors_-_KendalArmchairGrey.usdz,GET /ez-living/Kendal/EZLivingInteriors_-_KendalArmchairGrey.usdz HTTP/1.1,206,-,524288,7786485,76,73,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,6kKinGwd4TOHlo2RV4TFtQCdPDsgFP24OGsYevubfvIMuJoMtCf0RIXrBTGG9R8QYfirRJWBpjw=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:05:47,+0000],39.103.142.195,-,D74CF89ED412E043,REST.HEAD.OBJECT,adminlogin/login.php,HEAD /adminlogin/login.php HTTP/1.1,403,AccessDenied,243,-,11,-,-,-,-,pivTOW8laVCRO0Pivi3FLWYJ6MfUNSBSkQqYPDDjX2LpCVilUul41mfj1uloxLnH+fP104Msd6s=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:05:47,+0000],39.103.142.195,-,F4ED2CDD053F54B6,REST.HEAD.OBJECT,manager/login.php,HEAD /manager/login.php HTTP/1.1,403,AccessDenied,243,-,7,-,-,-,-,6cpNWoSMDMI9Xqkf7KIdik+Pc3YrtNj3P7C91YqCWI6E6GblKGFPKpi8FEbU1w+nO4n9/PRSFgc=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:05:48,+0000],39.103.142.195,-,9858F8C660AD1995,REST.HEAD.OBJECT,haian360/login.php,HEAD /haian360/login.php HTTP/1.1,403,AccessDenied,243,-,7,-,-,-,-,4V5LwAR1o3munhBueKkORFbqawlOVOkm7zh+vxNvUifqjjbH0QccM4nL/gQj5ZVnteoDCyHoQkg=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:19:18:56,+0000],114.119.161.250,-,B05704A086221FAB,REST.GET.OBJECT,robots.txt,GET /robots.txt HTTP/1.1,403,AccessDenied,243,-,11,-,-,"Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)",-,tuGGhBakEEC1NCHFlfewtNtYcJp8331mOohwH6pgPZji1EuHPKOc6Soth7PPqDg8b/iaVYnxJlE=,-,ECDHE-RSA-AES128-SHA,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:05:47,+0000],39.103.142.195,-,EE9491CE42440EC5,REST.HEAD.OBJECT,guanli/login.php,HEAD /guanli/login.php HTTP/1.1,403,AccessDenied,243,-,11,-,-,-,-,bMaFGw38SSWkuDp691HDNzYNsBeNQ/1GTAKIM6DspRuS0ANYQXtz2Ub6OARMLEjbEyL9g5SBzXw=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:22:27:24,+0000],31.13.127.117,-,4708F76EF3D9E704,REST.GET.OBJECT,Juno/EZLivingInteriors_-_JunoLeft.usdz,GET /ez-living/Juno/EZLivingInteriors_-_JunoLeft.usdz HTTP/1.1,206,-,524288,19290476,79,76,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,J1oM+zGMLQsP3z3enemHTOgiytvp2IIpPngmLL6SUDIsHZJO+b2DWfIG2yzao5frxKAGYbbND+M=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:11:31:05,+0000],31.13.127.9,-,F053A6BEFC524E92,REST.GET.OBJECT,Marlow/MarlowFabricDarkWood.usdz,GET /Marlow/MarlowFabricDarkWood.usdz HTTP/1.1,206,-,524288,4875338,85,79,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,YT4jb4pFyMFjE7bhSzFgpaYPl4CoJafPL7AmZBTKIGMP6OlaWDFUWAiQooBkvftTthJHlRy66oY=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:05:42:47,+0000],52.191.190.62,-,81780CED89E9E222,REST.GET.OBJECT,.env,GET /.env HTTP/1.1,403,AccessDenied,243,-,28,-,-,-,-,+Bwgt+zOp46cPgizzyKkQb+D41HB1tJsJw96yo0mNMbiDcCrTKXxmI5sJXVdIz1liFqUpvaGQpI=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
